Client ID,Age,"Gender 
1: Female, 2: Male",County,Income Group,
4480,67,1,Carlow,60001 - 100000,
4481,51,1,Monaghan,10001 - 40000,
4482,36,1,Dublin,10001 - 40000,
4483,40,1,Kildare,10001 - 40000,
4484,53,1,Dublin,10001 - 40000,
4485,55,1,Dublin,60001 - 100000,
4486,45,1,Dublin,60001 - 100000,
4487,20,0,Cork,10001 - 40000,
4488,26,1,Dublin,60001 - 100000,
4489,37,0,Dublin,60001 - 100000,
4490,61,1,Louth,10001 - 40000,
4491,60,0,Dublin,60001 - 100000,
4492,46,0,Wicklow,10001 - 40000,
4493,54,1,Dublin,10001 - 40000,
4494,28,1,Dublin,100000+,
4495,34,0,Dublin,10001 - 40000,
4496,25,1,Dublin,100000+,
4497,22,0,Dublin,60001 - 100000,
4498,61,0,Cork,10001 - 40000,
4499,37,0,Dublin,60001 - 100000,
4500,44,1,Wicklow,10001 - 40000,
4501,62,0,Dublin,10001 - 40000,
4502,69,0,Cork,10001 - 40000,
4503,48,1,Dublin,10001 - 40000,
4504,27,0,Cork,10001 - 40000,
4505,41,1,Dublin,60001 - 100000,
4506,36,1,Dublin,10001 - 40000,
4507,59,1,Tipperary,40001 - 60000,
4508,52,1,Cork,60001 - 100000,
4509,46,1,Dublin,60001 - 100000,
4510,46,1,Dublin,10001 - 40000,
4511,23,1,Dublin,10001 - 40000,
4512,50,0,Offaly,40001 - 60000,
4513,25,1,Limerick,10001 - 40000,
4514,41,0,Cork,10001 - 40000,
4515,58,0,Dublin,10001 - 40000,
4516,55,1,Dublin,100000+,
4517,24,0,Kilkenny,40001 - 60000,
4518,38,0,Cork,60001 - 100000,
4519,57,0,Dublin,40001 - 60000,
4520,24,0,Longford,10001 - 40000,
4521,43,0,Dublin,40001 - 60000,
4522,50,1,Meath,0 - 10000,
4523,62,0,Cavan,10001 - 40000,
4524,33,0,Dublin,60001 - 100000,
4525,50,0,Dublin,10001 - 40000,
4526,57,1,Cork,10001 - 40000,
4527,41,1,Offaly,10001 - 40000,
4528,66,1,Dublin,10001 - 40000,
4529,51,1,Carlow,60001 - 100000,
4530,42,0,Dublin,10001 - 40000,
4531,63,0,Offaly,10001 - 40000,
4532,53,0,Cork,10001 - 40000,
4533,23,0,Kildare,100000+,
4534,68,1,Dublin,10001 - 40000,
4535,69,0,Limerick,10001 - 40000,
4536,21,0,Dublin,100000+,
4537,46,0,Galway,100000+,
4538,60,1,Dublin,40001 - 60000,
4539,42,0,Kildare,10001 - 40000,
4540,25,0,Dublin,60001 - 100000,
4541,34,0,Cavan,100000+,
4542,27,0,Dublin,40001 - 60000,
4543,36,1,Wicklow,10001 - 40000,
4544,70,1,Dublin,10001 - 40000,
4545,48,1,Cavan,60001 - 100000,
4546,59,0,Cork,60001 - 100000,
4547,35,1,Dublin,40001 - 60000,
4548,51,1,Dublin,10001 - 40000,
4549,67,1,Tipperary,10001 - 40000,
4550,68,1,Cork,10001 - 40000,
4551,52,0,Cork,60001 - 100000,
4552,32,0,Donegal,10001 - 40000,
4553,41,1,Dublin,60001 - 100000,
4554,42,0,Dublin,10001 - 40000,
4555,41,0,Dublin,100000+,
4556,40,1,Dublin,10001 - 40000,
4557,38,0,Dublin,100000+,
4558,38,0,Cavan,10001 - 40000,
4559,41,0,Dublin,10001 - 40000,
4560,51,1,Cork,10001 - 40000,
4561,26,1,Dublin,10001 - 40000,
4562,45,0,Dublin,60001 - 100000,
4563,21,1,Laois,40001 - 60000,
4564,27,0,Dublin,60001 - 100000,
4565,52,0,Dublin,10001 - 40000,
4566,49,1,Kerry,60001 - 100000,
4567,27,1,Dublin,10001 - 40000,
4568,27,1,Dublin,10001 - 40000,
4569,63,0,Dublin,100000+,
4570,27,1,Cork,10001 - 40000,
4571,36,1,Kerry,100000+,
4572,36,0,Dublin,40001 - 60000,
4573,58,0,Longford,10001 - 40000,
4574,20,1,Dublin,60001 - 100000,
4575,34,0,Dublin,10001 - 40000,
4576,62,0,Dublin,100000+,
4577,38,1,Dublin,10001 - 40000,
4578,50,0,Dublin,10001 - 40000,
4579,43,0,Louth,40001 - 60000,
4580,36,1,Clare,60001 - 100000,
4581,48,1,Dublin,10001 - 40000,
4582,42,0,Laois,60001 - 100000,
4583,52,1,Dublin,40001 - 60000,
4584,49,1,Dublin,60001 - 100000,
4585,24,1,Dublin,40001 - 60000,
4586,45,1,Dublin,10001 - 40000,
4587,43,0,Cork,10001 - 40000,
4588,68,0,Dublin,100000+,
4589,56,0,Dublin,10001 - 40000,
4590,28,0,Dublin,10001 - 40000,
4591,34,1,Waterford,10001 - 40000,
4592,26,1,Dublin,10001 - 40000,
4593,60,0,Dublin,10001 - 40000,
4594,45,0,Dublin,40001 - 60000,
4595,70,1,Cork,60001 - 100000,
4596,34,0,Cork,10001 - 40000,
4597,45,1,Cork,10001 - 40000,
4598,42,0,Dublin,10001 - 40000,
4599,50,1,Dublin,10001 - 40000,
4600,26,0,Dublin,40001 - 60000,
4601,49,0,Cork,10001 - 40000,
4602,43,0,Dublin,40001 - 60000,
4603,23,1,Limerick,60001 - 100000,
4604,65,1,Limerick,10001 - 40000,
4605,69,1,Cavan,10001 - 40000,
4606,51,0,Cavan,40001 - 60000,
4607,45,1,Offaly,10001 - 40000,
4608,61,1,Offaly,10001 - 40000,
4609,56,0,Dublin,10001 - 40000,
4610,41,0,Mayo,10001 - 40000,
4611,49,1,Donegal,60001 - 100000,
4612,28,0,Dublin,10001 - 40000,
4613,46,0,Tipperary,10001 - 40000,
4614,67,0,Clare,40001 - 60000,
4615,40,1,Offaly,10001 - 40000,
4616,57,0,Dublin,10001 - 40000,
4617,54,1,Dublin,60001 - 100000,
4618,22,0,Dublin,10001 - 40000,
4619,40,1,Dublin,10001 - 40000,
4620,47,0,Cork,100000+,
4621,20,0,Mayo,10001 - 40000,
4622,41,1,Carlow,60001 - 100000,
4623,25,0,Dublin,40001 - 60000,
4624,50,1,Galway,10001 - 40000,
4625,66,0,Cork,100000+,
4626,23,0,Leitrim,0 - 10000,
4627,64,1,Galway,40001 - 60000,
4628,23,1,Dublin,10001 - 40000,
4629,66,0,Offaly,100000+,
4630,48,1,Carlow,10001 - 40000,
4631,38,0,Wicklow,10001 - 40000,
4632,54,0,Cork,10001 - 40000,
4633,59,1,Dublin,40001 - 60000,
4634,68,1,Galway,60001 - 100000,
4635,39,0,Dublin,100000+,
4636,20,0,Cork,40001 - 60000,
4637,39,1,Longford,10001 - 40000,
4638,64,0,Laois,10001 - 40000,
4639,28,0,Louth,10001 - 40000,
4640,47,1,Laois,60001 - 100000,
4641,51,1,Cork,10001 - 40000,
4642,40,0,Carlow,10001 - 40000,
4643,27,1,Cork,10001 - 40000,
4644,33,0,Cork,10001 - 40000,
4645,58,0,Dublin,10001 - 40000,
4646,21,1,Donegal,40001 - 60000,
4647,53,1,Cork,40001 - 60000,
4648,36,1,Monaghan,10001 - 40000,
4649,54,1,Kildare,10001 - 40000,
4650,27,0,Dublin,40001 - 60000,
4651,37,1,Kildare,10001 - 40000,
4652,60,1,Tipperary,10001 - 40000,
4653,36,0,Dublin,10001 - 40000,
4654,52,0,Cork,10001 - 40000,
4655,39,1,Cork,10001 - 40000,
4656,59,1,Cork,10001 - 40000,
4657,61,0,Dublin,10001 - 40000,
4658,45,1,Dublin,100000+,
4659,24,1,Tipperary,40001 - 60000,
4660,22,1,Dublin,10001 - 40000,
4661,48,1,Dublin,0 - 10000,
4662,20,1,Dublin,10001 - 40000,
4663,56,1,Cavan,100000+,
4664,32,0,Dublin,100000+,
4665,70,0,Offaly,10001 - 40000,
4666,54,0,Tipperary,60001 - 100000,
4667,69,0,Dublin,10001 - 40000,
4668,57,0,Dublin,40001 - 60000,
4669,21,1,Dublin,10001 - 40000,
4670,25,0,Dublin,60001 - 100000,
4671,43,1,Dublin,10001 - 40000,
4672,64,0,Dublin,60001 - 100000,
4673,52,0,Dublin,100000+,
4674,24,1,Cork,40001 - 60000,
4675,61,1,Dublin,40001 - 60000,
4676,46,1,Tipperary,10001 - 40000,
4677,49,1,Dublin,10001 - 40000,
4678,28,0,Dublin,10001 - 40000,
4679,49,0,Louth,10001 - 40000,
4680,45,1,Cavan,40001 - 60000,
4681,57,0,Dublin,40001 - 60000,
4682,41,1,Meath,60001 - 100000,
4683,58,1,Cork,100000+,
4684,51,0,Tipperary,10001 - 40000,
4685,33,1,Kildare,100000+,
4686,70,1,Offaly,60001 - 100000,
4687,29,0,Cork,10001 - 40000,
4688,34,1,Wicklow,100000+,
4689,33,0,Dublin,60001 - 100000,
4690,46,1,Leitrim,10001 - 40000,
4691,27,1,Cork,10001 - 40000,
4692,26,1,Dublin,10001 - 40000,
4693,37,0,Dublin,10001 - 40000,
4694,56,0,Dublin,10001 - 40000,
4695,33,0,Dublin,10001 - 40000,
4696,24,1,Clare,10001 - 40000,
4697,46,1,Dublin,60001 - 100000,
4698,21,1,Dublin,10001 - 40000,
4699,32,1,Wicklow,100000+,
4700,67,0,Dublin,100000+,
4701,30,1,Carlow,100000+,
4702,62,0,Dublin,100000+,
4703,42,0,Dublin,60001 - 100000,
4704,48,0,Dublin,10001 - 40000,
4705,39,0,Cork,10001 - 40000,
4706,46,1,Limerick,10001 - 40000,
4707,64,0,Dublin,0 - 10000,
4708,60,0,Dublin,10001 - 40000,
4709,39,0,Cork,40001 - 60000,
4710,35,1,Carlow,60001 - 100000,
4711,47,0,Dublin,10001 - 40000,
4712,39,0,Dublin,10001 - 40000,
4713,52,1,Cork,60001 - 100000,
4714,42,1,Dublin,10001 - 40000,
4715,22,0,Waterford,60001 - 100000,
4716,28,1,Dublin,10001 - 40000,
4717,42,0,Dublin,100000+,
4718,59,1,Offaly,10001 - 40000,
4719,42,0,Monaghan,40001 - 60000,
4720,21,0,Dublin,40001 - 60000,
4721,33,0,Dublin,10001 - 40000,
4722,66,1,Dublin,100000+,
4723,21,1,Limerick,10001 - 40000,
4724,43,1,Meath,40001 - 60000,
4725,35,0,Cork,10001 - 40000,
4726,69,0,Dublin,60001 - 100000,
4727,47,1,Mayo,10001 - 40000,
4728,28,0,Dublin,10001 - 40000,
4729,56,1,Cork,10001 - 40000,
4730,21,0,Louth,10001 - 40000,
4731,55,0,Donegal,0 - 10000,
4732,33,0,Cork,10001 - 40000,
4733,69,0,Dublin,100000+,
4734,60,0,Monaghan,10001 - 40000,
4735,44,0,Cavan,10001 - 40000,
4736,37,0,Dublin,10001 - 40000,
4737,58,1,Dublin,60001 - 100000,
4738,27,1,Dublin,10001 - 40000,
4739,46,1,Cork,10001 - 40000,
4740,58,1,Mayo,40001 - 60000,
4741,43,0,Cork,10001 - 40000,
4742,30,0,Dublin,10001 - 40000,
4743,32,0,Cork,10001 - 40000,
4744,41,1,Laois,10001 - 40000,
4745,66,1,Laois,10001 - 40000,
4746,33,0,Dublin,10001 - 40000,
4747,26,0,Dublin,40001 - 60000,
4748,20,0,Dublin,0 - 10000,
4749,38,0,Dublin,10001 - 40000,
4750,53,1,Cork,10001 - 40000,
4751,34,1,Monaghan,10001 - 40000,
4752,40,1,Mayo,40001 - 60000,
4753,21,0,Cork,10001 - 40000,
4754,68,0,Meath,10001 - 40000,
4755,20,1,Dublin,0 - 10000,
4756,43,1,Cork,10001 - 40000,
4757,22,1,Offaly,40001 - 60000,
4758,50,0,Kilkenny,10001 - 40000,
4759,69,0,Cork,10001 - 40000,
4760,57,0,Louth,10001 - 40000,
4761,61,1,Longford,10001 - 40000,
4762,57,0,Longford,10001 - 40000,
4763,34,1,Dublin,40001 - 60000,
4764,36,0,Donegal,10001 - 40000,
4765,51,0,Dublin,60001 - 100000,
4766,66,0,Dublin,10001 - 40000,
4767,66,1,Leitrim,10001 - 40000,
4768,56,0,Dublin,10001 - 40000,
4769,61,0,Dublin,10001 - 40000,
4770,23,0,Louth,10001 - 40000,
4771,42,0,Dublin,100000+,
4772,45,0,Kilkenny,10001 - 40000,
4773,50,1,Clare,10001 - 40000,
4774,64,0,Dublin,40001 - 60000,
4775,42,0,Offaly,10001 - 40000,
4776,29,M,Dublin,10001 - 40000,
4777,35,1,Dublin,10001 - 40000,
4778,49,0,Dublin,10001 - 40000,
4779,37,0,Cork,10001 - 40000,
4780,55,0,Cork,40001 - 60000,
4781,52,0,Kildare,10001 - 40000,
4782,57,0,Cork,10001 - 40000,
4783,33,1,Dublin,100000+,
4784,66,0,Waterford,60001 - 100000,
4785,61,1,Waterford,60001 - 100000,
4786,32,1,Cork,60001 - 100000,
4787,51,1,Dublin,0 - 10000,
4788,57,0,Cork,60001 - 100000,
4789,58,1,Dublin,100000+,
4790,66,0,Cork,10001 - 40000,
4791,52,0,Monaghan,60001 - 100000,
4792,45,1,Monaghan,60001 - 100000,
4793,52,0,Dublin,60001 - 100000,
4794,29,0,Dublin,10001 - 40000,
4795,61,0,Dublin,40001 - 60000,
4796,22,0,Leitrim,40001 - 60000,
4797,63,1,Kerry,100000+,
4798,68,1,Dublin,10001 - 40000,
4799,36,0,Galway,60001 - 100000,
4800,42,1,Tipperary,100000+,
4801,25,0,Laois,10001 - 40000,
4802,69,1,Dublin,40001 - 60000,
4803,27,0,Kerry,10001 - 40000,
4804,44,0,Dublin,40001 - 60000,
4805,32,0,Dublin,10001 - 40000,
4806,53,0,Mayo,10001 - 40000,
4807,42,0,Cork,10001 - 40000,
4808,41,1,Dublin,60001 - 100000,
4809,52,0,Wicklow,60001 - 100000,
4810,31,0,Cork,10001 - 40000,
4811,20,1,Galway,40001 - 60000,
4812,32,0,Dublin,60001 - 100000,
4813,22,1,Kildare,10001 - 40000,
4814,46,1,Clare,100000+,
4815,65,0,Cork,10001 - 40000,
4816,28,1,Clare,10001 - 40000,
4817,38,1,Cork,100000+,
4818,30,0,Monaghan,10001 - 40000,
4819,51,1,Meath,10001 - 40000,
4820,28,1,Carlow,40001 - 60000,
4821,22,0,Dublin,40001 - 60000,
4822,60,0,Donegal,40001 - 60000,
4823,44,0,Cork,60001 - 100000,
4824,63,1,Dublin,10001 - 40000,
4825,48,1,Waterford,10001 - 40000,
4826,51,1,Dublin,10001 - 40000,
4827,24,m,Dublin,60001 - 100000,
4828,63,0,Dublin,0 - 10000,
4829,21,0,Dublin,100000+,
4830,67,0,Limerick,100000+,
4831,44,0,Dublin,10001 - 40000,
4832,58,0,Leitrim,10001 - 40000,
4833,51,0,Dublin,40001 - 60000,
4834,70,1,Monaghan,60001 - 100000,
4835,36,0,Dublin,10001 - 40000,
4836,61,0,Carlow,10001 - 40000,
4837,41,1,Cork,60001 - 100000,
4838,30,0,Kerry,10001 - 40000,
4839,53,0,Dublin,0 - 10000,
4840,56,1,Dublin,10001 - 40000,
4841,43,0,Dublin,40001 - 60000,
4842,48,0,Dublin,10001 - 40000,
4843,67,0,Dublin,10001 - 40000,
4844,27,0,Kilkenny,10001 - 40000,
4845,34,0,Leitrim,100000+,
4846,38,0,Waterford,40001 - 60000,
4847,66,1,Cork,10001 - 40000,
4848,54,0,Mayo,60001 - 100000,
4849,55,1,Dublin,10001 - 40000,
4850,26,1,Dublin,10001 - 40000,
4851,21,1,Cork,100000+,
4852,34,1,Dublin,10001 - 40000,
4853,41,1,Dublin,100000+,
4854,54,0,Dublin,0 - 10000,
4855,34,1,Dublin,100000+,
4856,30,1,Offaly,10001 - 40000,
4857,46,0,Dublin,10001 - 40000,
4858,20,1,Dublin,40001 - 60000,
4859,59,1,Cork,60001 - 100000,
4860,60,0,Cork,100000+,
4861,29,1,Cork,10001 - 40000,
4862,40,1,Meath,10001 - 40000,
4863,51,0,Monaghan,60001 - 100000,
4864,24,0,Clare,10001 - 40000,
4865,59,0,Monaghan,100000+,
4866,59,1,Cork,100000+,
4867,46,1,Dublin,10001 - 40000,
4868,43,1,Dublin,40001 - 60000,
4869,62,1,Dublin,100000+,
4870,29,1,Dublin,10001 - 40000,
4871,63,0,Dublin,10001 - 40000,
4872,20,0,Cavan,10001 - 40000,
4873,68,0,Galway,40001 - 60000,
4874,46,1,Clare,100000+,
4875,69,1,Dublin,10001 - 40000,
4876,51,0,Dublin,10001 - 40000,
4877,29,0,Kildare,10001 - 40000,
4878,28,1,Dublin,10001 - 40000,
4879,38,0,Dublin,10001 - 40000,
4880,54,0,Dublin,10001 - 40000,
4881,44,0,Dublin,10001 - 40000,
4882,42,1,Dublin,40001 - 60000,
4883,21,0,Dublin,10001 - 40000,
4884,30,0,Kerry,10001 - 40000,
4885,60,1,Dublin,100000+,
4886,53,1,Mayo,100000+,
4887,58,0,Dublin,60001 - 100000,
4888,43,0,Longford,60001 - 100000,
4889,51,0,Dublin,10001 - 40000,
4890,39,1,Cork,60001 - 100000,
4891,53,1,Laois,10001 - 40000,
4892,55,0,Cork,10001 - 40000,
4893,36,0,Kildare,100000+,
4894,56,1,Clare,60001 - 100000,
4895,38,0,Dublin,60001 - 100000,
4896,24,0,Offaly,0 - 10000,
4897,37,0,Dublin,10001 - 40000,
4898,43,0,Dublin,10001 - 40000,
4899,37,0,Dublin,10001 - 40000,
4900,55,0,Dublin,100000+,
4901,68,1,Waterford,10001 - 40000,
4902,59,0,Cork,60001 - 100000,
4903,52,1,Louth,10001 - 40000,
4904,61,1,Kerry,40001 - 60000,
4905,44,1,Waterford,10001 - 40000,
4906,70,1,Dublin,60001 - 100000,
4907,56,0,Wicklow,100000+,
4908,49,1,Dublin,60001 - 100000,
4909,67,1,Donegal,100000+,
4910,35,1,Dublin,10001 - 40000,
4911,21,1,Dublin,10001 - 40000,
4912,32,1,Dublin,60001 - 100000,
4913,24,0,Dublin,10001 - 40000,
4914,68,0,Carlow,10001 - 40000,
4915,35,1,Dublin,100000+,
4916,45,0,Dublin,60001 - 100000,
4917,34,1,Wicklow,10001 - 40000,
4918,58,1,Dublin,10001 - 40000,
4919,63,1,Laois,100000+,
4920,51,1,Dublin,10001 - 40000,
4921,45,0,Cork,60001 - 100000,
4922,24,0,Dublin,40001 - 60000,
4923,28,1,Carlow,60001 - 100000,
4924,54,1,Cork,10001 - 40000,
4925,45,0,Dublin,10001 - 40000,
4926,69,1,Kerry,60001 - 100000,
4927,58,0,Kerry,60001 - 100000,
4928,56,1,Limerick,40001 - 60000,
4929,60,1,Meath,10001 - 40000,
4930,35,1,Meath,10001 - 40000,
4931,33,0,Dublin,100000+,
4932,26,1,Meath,0 - 10000,
4933,54,0,Cavan,40001 - 60000,
4934,37,0,Cork,10001 - 40000,
4935,46,1,Dublin,60001 - 100000,
4936,61,1,Cork,60001 - 100000,
4937,29,0,Dublin,100000+,
4938,20,1,Dublin,10001 - 40000,
4939,60,0,Dublin,10001 - 40000,
4940,42,1,Kilkenny,10001 - 40000,
4941,23,1,Cork,10001 - 40000,
4942,52,0,Laois,10001 - 40000,
4943,39,1,Dublin,60001 - 100000,
4944,69,0,Tipperary,10001 - 40000,
4945,65,1,Dublin,40001 - 60000,
4946,48,1,Mayo,10001 - 40000,
4947,100,0,Louth,60001 - 100000,
4948,33,1,Longford,10001 - 40000,
4949,50,1,Dublin,10001 - 40000,
4950,48,1,Monaghan,10001 - 40000,
4951,31,0,Dublin,60001 - 100000,
4952,30,1,Cork,10001 - 40000,
4953,26,0,Cavan,60001 - 100000,
4954,27,0,Dublin,10001 - 40000,
4955,49,1,Laois,10001 - 40000,
4956,40,1,Leitrim,10001 - 40000,
4957,66,0,Cork,10001 - 40000,
4958,40,1,Dublin,10001 - 40000,
4959,69,0,Cork,10001 - 40000,
4960,36,0,Monaghan,10001 - 40000,
4961,35,0,Dublin,10001 - 40000,
4962,32,0,Dublin,10001 - 40000,
4963,37,0,Offaly,100000+,
4964,55,1,Carlow,60001 - 100000,
4965,26,1,Dublin,10001 - 40000,
4966,55,1,Louth,0 - 10000,
4967,54,1,Kilkenny,40001 - 60000,
4968,29,1,Dublin,100000+,
4969,39,1,Cork,10001 - 40000,
4970,43,0,Kildare,10001 - 40000,
4971,50,1,Dublin,60001 - 100000,
4972,30,0,Dublin,10001 - 40000,
4973,43,1,Dublin,100000+,
4974,52,1,Dublin,10001 - 40000,
4975,62,0,Dublin,10001 - 40000,
4976,66,0,Offaly,60001 - 100000,
4977,45,0,Dublin,40001 - 60000,
4978,36,0,Louth,60001 - 100000,
4979,67,0,Cavan,10001 - 40000,
4980,24,1,Kildare,100000+,
4981,24,1,Dublin,100000+,
4982,21,1,Dublin,10001 - 40000,
4983,47,0,Dublin,10001 - 40000,
4984,36,0,Offaly,10001 - 40000,
4985,57,1,Dublin,10001 - 40000,
4986,41,1,Cork,10001 - 40000,
4987,52,1,Clare,10001 - 40000,
4988,63,1,Dublin,100000+,
4989,70,1,Dublin,100000+,
4990,49,1,Dublin,10001 - 40000,
4991,38,0,Dublin,10001 - 40000,
4992,47,0,Mayo,10001 - 40000,
4993,23,0,Clare,10001 - 40000,
4994,42,1,Monaghan,10001 - 40000,
4995,30,1,Wicklow,10001 - 40000,
4996,55,0,Dublin,10001 - 40000,
4997,63,0,Cork,10001 - 40000,
4998,38,0,Dublin,40001 - 60000,
4999,50,1,Cork,60001 - 100000,
5000,63,1,Cork,10001 - 40000,
5001,41,0,Meath,40001 - 60000,
5002,37,1,Dublin,60001 - 100000,
5003,41,1,Dublin,60001 - 100000,
5004,66,1,Dublin,100000+,
5005,20,1,Dublin,10001 - 40000,
5006,28,0,Laois,40001 - 60000,
5007,47,0,Dublin,100000+,
5008,58,1,Dublin,10001 - 40000,
5009,21,0,Dublin,10001 - 40000,
5010,67,1,Dublin,10001 - 40000,
5011,57,0,Dublin,10001 - 40000,
5012,30,0,Dublin,10001 - 40000,
5013,51,1,Clare,10001 - 40000,
5014,47,1,Cork,10001 - 40000,
5015,25,0,Monaghan,40001 - 60000,
5016,64,1,Kilkenny,10001 - 40000,
5017,53,0,Dublin,10001 - 40000,
5018,28,0,Laois,100000+,
5019,59,1,Dublin,60001 - 100000,
5020,56,0,Clare,10001 - 40000,
5021,37,1,Dublin,60001 - 100000,
5022,69,0,Monaghan,10001 - 40000,
5023,67,0,Dublin,100000+,
5024,63,0,Cork,10001 - 40000,
5025,64,1,Limerick,40001 - 60000,
5026,63,0,Tipperary,100000+,
5027,20,0,Dublin,60001 - 100000,
5028,40,0,Dublin,60001 - 100000,
5029,67,1,Leitrim,100000+,
5030,58,1,Limerick,40001 - 60000,
5031,33,1,Dublin,10001 - 40000,
5032,29,0,Dublin,10001 - 40000,
5033,30,1,Dublin,10001 - 40000,
5034,43,0,Dublin,100000+,
5035,32,1,Dublin,10001 - 40000,
5036,65,1,Dublin,60001 - 100000,
5037,52,0,Cork,40001 - 60000,
5038,62,0,Kildare,60001 - 100000,
5039,46,1,Dublin,10001 - 40000,
5040,53,1,Tipperary,40001 - 60000,
5041,68,1,Dublin,60001 - 100000,
5042,61,0,Cavan,10001 - 40000,
5043,37,1,Dublin,10001 - 40000,
5044,21,0,Dublin,10001 - 40000,
5045,52,1,Dublin,40001 - 60000,
5046,34,0,Tipperary,0 - 10000,
5047,42,1,Clare,100000+,
5048,46,1,Limerick,100000+,
5049,21,0,Offaly,10001 - 40000,
5050,48,0,Louth,10001 - 40000,
5051,63,0,Kilkenny,40001 - 60000,
5052,46,1,Kildare,100000+,
5053,42,1,Dublin,40001 - 60000,
5054,66,0,Dublin,10001 - 40000,
5055,33,1,Dublin,60001 - 100000,
5056,52,1,Dublin,100000+,
5057,41,1,Laois,0 - 10000,
5058,48,0,Offaly,10001 - 40000,
5059,42,1,Cork,60001 - 100000,
5060,70,0,Donegal,60001 - 100000,
5061,60,0,Kilkenny,10001 - 40000,
5062,69,1,Dublin,10001 - 40000,
5063,21,0,Dublin,60001 - 100000,
5064,29,1,Dublin,10001 - 40000,
5065,38,0,Dublin,10001 - 40000,
5066,59,0,Cork,40001 - 60000,
5067,29,0,Dublin,60001 - 100000,
5068,27,0,Limerick,10001 - 40000,
5069,30,1,Dublin,10001 - 40000,
5070,51,1,Dublin,10001 - 40000,
5071,68,0,Tipperary,10001 - 40000,
5072,68,0,Dublin,0 - 10000,
5073,51,0,Dublin,10001 - 40000,
5074,38,1,Dublin,10001 - 40000,
5075,51,0,Kerry,10001 - 40000,
5076,45,0,Offaly,10001 - 40000,
5077,64,0,Kilkenny,10001 - 40000,
5078,38,1,Waterford,10001 - 40000,
5079,57,1,Dublin,0 - 10000,
5080,26,0,Dublin,10001 - 40000,
5081,37,0,Laois,10001 - 40000,
5082,57,1,Clare,10001 - 40000,
5083,47,1,Dublin,10001 - 40000,
5084,47,0,Cork,100000+,
5085,68,0,Dublin,0 - 10000,
5086,32,1,Kilkenny,10001 - 40000,
5087,64,1,Tipperary,100000+,
5088,63,1,Cork,10001 - 40000,
5089,45,1,Leitrim,10001 - 40000,
5090,53,1,Dublin,10001 - 40000,
5091,47,0,Donegal,10001 - 40000,
5092,36,0,Cork,10001 - 40000,
5093,48,1,Cork,10001 - 40000,
5094,30,0,Dublin,10001 - 40000,
5095,51,0,Dublin,10001 - 40000,
5096,70,1,Donegal,10001 - 40000,
5097,33,1,Dublin,10001 - 40000,
5098,53,1,Cork,10001 - 40000,
5099,25,1,Mayo,10001 - 40000,
5100,35,1,Kildare,60001 - 100000,
5101,70,1,Leitrim,10001 - 40000,
5102,51,1,Cavan,60001 - 100000,
5103,70,0,Offaly,10001 - 40000,
5104,37,1,Cork,60001 - 100000,
5105,41,0,Dublin,10001 - 40000,
5106,35,0,Dublin,10001 - 40000,
5107,67,0,Dublin,0 - 10000,
5108,23,1,Dublin,40001 - 60000,
5109,67,1,Dublin,10001 - 40000,
5110,31,0,Dublin,60001 - 100000,
5111,61,0,Clare,10001 - 40000,
5112,26,0,Laois,0 - 10000,
5113,20,0,Dublin,10001 - 40000,
5114,51,1,Tipperary,60001 - 100000,
5115,47,0,Dublin,60001 - 100000,
5116,60,0,Dublin,40001 - 60000,
5117,27,1,Cork,60001 - 100000,
5118,31,1,Cork,10001 - 40000,
5119,42,0,Wicklow,100000+,
5120,22,1,Dublin,10001 - 40000,
5121,51,1,Dublin,10001 - 40000,
5122,37,1,Kildare,100000+,
5123,50,0,Mayo,60001 - 100000,
5124,61,1,Dublin,10001 - 40000,
5125,53,1,Cork,40001 - 60000,
5126,33,0,Dublin,10001 - 40000,
5127,68,0,Kildare,60001 - 100000,
5128,45,0,Dublin,100000+,
5129,43,1,Dublin,10001 - 40000,
5130,56,1,Dublin,10001 - 40000,
5131,60,0,Dublin,10001 - 40000,
5132,55,0,Dublin,10001 - 40000,
5133,67,1,Dublin,100000+,
5134,58,0,Dublin,0 - 10000,
5135,51,0,Dublin,10001 - 40000,
5136,52,0,Cork,10001 - 40000,
5137,38,0,Cavan,10001 - 40000,
5138,46,0,Mayo,40001 - 60000,
5139,34,0,Cork,10001 - 40000,
5140,39,1,Dublin,10001 - 40000,
5141,34,1,Kildare,100000+,
5142,65,0,Dublin,60001 - 100000,
5143,45,1,Leitrim,40001 - 60000,
5144,50,0,Dublin,10001 - 40000,
5145,55,1,Cork,100000+,
5146,29,0,Dublin,10001 - 40000,
5147,25,1,Dublin,10001 - 40000,
5148,46,0,Donegal,100000+,
5149,57,0,Dublin,10001 - 40000,
5150,70,0,Cork,10001 - 40000,
5151,22,1,Cork,100000+,
5152,60,0,Clare,10001 - 40000,
5153,44,1,Cork,60001 - 100000,
5154,26,0,Offaly,10001 - 40000,
5155,66,1,Donegal,40001 - 60000,
5156,61,0,Dublin,10001 - 40000,
5157,66,1,Wicklow,10001 - 40000,
5158,38,1,Dublin,40001 - 60000,
5159,22,0,Dublin,10001 - 40000,
5160,21,1,Dublin,40001 - 60000,
5161,22,1,Louth,100000+,
5162,40,1,Leitrim,10001 - 40000,
5163,36,1,Monaghan,10001 - 40000,
5164,29,0,Dublin,0 - 10000,
5165,21,0,Dublin,10001 - 40000,
5166,63,1,Monaghan,10001 - 40000,
