ItemID,Item,Price,Classification
505131,2160i,200.99,Telephones and Communication
655873,A1228,195.99,Telephones and Communication
7168628,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",52.99,Storage & Organization
6672635,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",100.98,Bookcases
6511308,Accessory34,85.99,Telephones and Communication
6619309,Bagged Rubber Bands,1.26,Rubber Bands
7252847,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),4.98,Paper
8065503,"Panasonic All Digital Answering System with Caller ID*, KX-TM150B",66.99,Telephones and Communication
8737118,Wilson Jones?Four-Pocket Poly Binders,6.54,Binders and Binder Accessories
6837355,"Dual Level, Single-Width Filing Carts",155.06,Storage & Organization
6915168,Economy Binders,2.08,Binders and Binder Accessories
7989859,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjust,160.98,Chairs & Chairmats
8831606,X-Rack?File for Hanging Folders,11.29,Storage & Organization
8647734,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",29.89,Computer Peripherals
7810119,Newell 323,1.68,Pens & Art Supplies
6929368,Eldon Portable Mobile Manager,28.28,Storage & Organization
6519324,Avery Binder Labels,3.89,Binders and Binder Accessories
6954147,Eldon Jumbo ProFile?Portable File Boxes Graphite/Black,15.31,Storage & Organization
7741234,"Master Giant Foot?Doorstop, Safety Yellow",7.59,Office Furnishings
7810565,Newell 315,5.98,Pens & Art Supplies
7556304,Kleencut?Forged Office Shears by Acme United Corporation,2.08,"Scissors, Rulers and Trimmers"
8810985,Xerox 1983,5.98,Paper
843570,T61,45.99,Telephones and Communication
6525247,Avery Poly Binder Pockets,3.58,Binders and Binder Accessories
6652842,"Bush Westfield Collection Bookcases, Fully Assembled",100.98,Bookcases
889795,Xerox 196,5.78,Paper
7826385,Nu-Dell Leatherette Frames,14.34,Office Furnishings
6717429,Colored Envelopes,3.69,Envelopes
8062417,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4.91,Binders and Binder Accessories
6940897,Eldon Simplefile?Box Office?Rob Haberlin,6.27,0.57
544506,6190,65.99,Telephones and Communication
8037193,Panasonic KX-P3200 Dot Matrix Printer,297.64,Office Machines
8736359,Wilson Jones DublLock?D-Ring Binders,6.75,Binders and Binder Accessories
8743947,"Wilson Jones Hanging View Binder, White, 1""",7.1,Binders and Binder Accessories
7041580,"Fellowes Basic 104-Key Keyboard, Platinum",20.95,Computer Peripherals
7333673,Ibico Recycled Linen-Style Covers,39.06,Binders and Binder Accessories
8332810,Self-Adhesive Ring Binder Labels,3.52,Binders and Binder Accessories
8452931,"Tenex File Box, Personal Filing Tote with Lid, Black",15.51,Storage & Organization
4930862,1726 Digital Answering Machine,20.99,Telephones and Communication
6830564,DAX Clear Channel Poster Frame,14.58,Office Furnishings
5650381,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",8.33,Computer Peripherals
8810289,Xerox 1891,48.91,Paper
889828,Xerox 220,6.48,Paper
6753271,Computer Printout Paper with Letter-Trim Perforations,18.97,Paper
8744350,Wausau Papers Astrobrights?Colored Envelopes,5.98,Envelopes
6965271,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",10.4,Office Furnishings
6631553,Belkin MediaBoard 104- Keyboard,27.48,Computer Peripherals
6936704,"Executive Impressions 12"" Wall Clock",17.67,Office Furnishings
8352588,Southworth 25% Cotton Antique Laid Paper & Envelopes,8.34,Paper
544486,6185,205.99,Telephones and Communication
6943864,"Eldon Spacemaker?Box, Quick-Snap Lid, Clear",3.34,Pens & Art Supplies
8810718,Xerox 1995,6.48,Paper
7236256,Honeywell Quietcare HEPA Air Cleaner,78.65,Appliances
8810762,Xerox 1993,6.48,Paper
7259285,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",243.98,Chairs & Chairmats
8340575,"Strathmore #10 Envelopes, Ultimate White",52.71,Envelopes
7054749,Fellowes 8 Outlet Superior Workstation Surge Protector,41.71,Appliances
8454339,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",60.98,Envelopes
7025254,Fiskars?Softgrip Scissors,10.98,"Scissors, Rulers and Trimmers"
8350293,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,279.81,Appliances
6511561,Accessory20,85.99,Telephones and Communication
8810792,Xerox 1971,4.28,Paper
534502,5165,175.99,Telephones and Communication
7634732,Lexmark Z54se Color Inkjet Printer,90.97,Office Machines
8312506,StarTAC 7760,65.99,Telephones and Communication
8037835,"Premier Elliptical Ring Binder, Black",30.44,Binders and Binder Accessories
8736916,Wilson Jones DublLock?D-Ring Binders,6.75,Binders and Binder Accessories
7730712,Micro Innovations 104 Keyboard,10.97,Computer Peripherals
6972942,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",10.64,Office Furnishings
6964519,Eureka Disposable Bags for Sanitaire?Vibra Groomer I?Upright Vac,4.06,Appliances
7142839,GBC Standard Plastic Binding Systems Combs,8.85,Binders and Binder Accessories
659367,Avery 520,3.15,Labels
7076282,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",48.92,Appliances
6747754,"Cardinal Slant-D?Ring Binder, Heavy Gauge Vinyl",8.69,Binders and Binder Accessories
7025511,Fiskars?Softgrip Scissors,10.98,"Scissors, Rulers and Trimmers"
8455980,"TOPS Money Receipt Book, Consecutively Numbered in Red,",8.01,Paper
889341,Xerox 226,6.48,Paper
8345209,Sanford 52201 APSCO Electric Pencil Sharpener,40.97,Pens & Art Supplies
7626934,Laminate Occasional Tables,154.13,Tables
8218885,Round Ring Binders,2.08,Binders and Binder Accessories
6826536,Durable Pressboard Binders,3.8,Binders and Binder Accessories
658269,Avery 52,3.69,Labels
659597,Avery 492,2.88,Labels
6945942,"Executive Impressions 13"" Chairman Wall Clock",25.38,Office Furnishings
6612204,Binder Posts,5.74,Binders and Binder Accessories
659979,Avery 498,2.89,Labels
8810296,Xerox 1891,48.91,Paper
6820716,DIXON Oriole?Pencils,2.58,Pens & Art Supplies
6521906,Avery Durable Binders,2.88,Binders and Binder Accessories
659423,Avery 510,3.75,Labels
8320214,"Super Bands, 12/Pack",1.86,Rubber Bands
1058496,iDEN i95,65.99,Telephones and Communication
8322991,Staples 6 Outlet Surge,11.97,Appliances
7627238,Lock-Up Easel 'Spel-Binder',28.53,Binders and Binder Accessories
7727383,"Memorex 4.7GB DVD+R, 3/Pack",15.28,Computer Peripherals
5150784,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",136.98,Office Furnishings
6561688,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",30.93,Office Furnishings
7952659,Office Star Flex Back Scooter Chair with White Frame,110.98,Chairs & Chairmats
7251536,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94,Office Furnishings
8355515,Southworth 25% Cotton Premium Laser Paper and Envelopes,19.98,Paper
7253111,Howard Miller 12-3/4 Diameter Accuwave DS ?Wall Clock,78.69,Office Furnishings
7627305,Lock-Up Easel 'Spel-Binder',28.53,Binders and Binder Accessories
8312601,StarTAC 7760,65.99,Telephones and Communication
8338390,"Seth Thomas 12"" Clock w/ Goldtone Case",22.98,Office Furnishings
6644394,Bevis Round Conference Room Tables and Bases,179.29,Tables
3529147,#10 Self-Seal White Envelopes,11.09,Envelopes
8810796,Xerox 1885,48.04,Paper
7032169,Fellowes Super Stor/Drawer?Files,161.55,Storage & Organization
6533997,"Advantus Push Pins, Aluminum Head",5.81,Rubber Bands
6540743,Acco Perma?2700 Stacking Storage Drawers,29.74,Storage & Organization
6567781,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",3.81,Binders and Binder Accessories
6626520,Bevis Steel Folding Chairs,95.95,Chairs & Chairmats
8341800,"Staples Vinyl Coated Paper Clips, 800/Box",7.89,Rubber Bands
6631365,Bevis 36 x 72 Conference Tables,124.49,Tables
8433472,Telescoping Adjustable Floor Lamp,19.99,Office Furnishings
8458249,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",16.91,Storage & Organization
6533571,"Advantus Push Pins, Aluminum Head",5.81,Rubber Bands
7744312,"Micro Innovations Micro 3000 Keyboard, Black",26.31,Computer Peripherals
766750,LX 677,110.99,Telephones and Communication
6652614,"Bush Westfield Collection Bookcases, Fully Assembled",100.98,Bookcases
6732533,Canon MP41DH Printing Calculator,150.98,Office Machines
554539,7160,140.99,Telephones and Communication
6651884,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,59.98,Appliances
6830289,DAX Clear Channel Poster Frame,14.58,Office Furnishings
7729239,"Memorex 4.7GB DVD-RAM, 3/Pack",31.78,Computer Peripherals
8024247,Prang Drawing Pencil Set,2.78,Pens & Art Supplies
6932164,Euro Pro Shark Stick Mini Vacuum,60.98,Appliances
775364,M3682,125.99,Telephones and Communication
8312302,StarTAC 6500,125.99,Telephones and Communication
8324164,SAFCO Arco Folding Chair,276.2,Chairs & Chairmats
6957401,Eldon Advantage?Chair Mats for Low to Medium Pile Carpets,43.31,Office Furnishings
837452,SC7868i,125.99,Telephones and Communication
7246884,HP Office Recycled Paper (20Lb. and 87 Bright),5.78,Paper
756573,KF 788,45.99,Telephones and Communication
7636506,Logitech Internet Navigator Keyboard,30.98,Computer Peripherals
6523400,ACCOHIDE?Binder by Acco,4.13,Binders and Binder Accessories
7945353,"O'Sullivan Elevations Bookcase, Cherry Finish",130.98,Bookcases
8351503,Serrated Blade or Curved Handle Hand Letter Openers,3.14,"Scissors, Rulers and Trimmers"
8453292,"Tyvek ?Top-Opening Peel & Seel Envelopes, Plain White",27.18,Envelopes
7534159,Keytronic 105-Key Spanish Keyboard,73.98,Computer Peripherals
4233796,"*Staples* vLetter Openers, 2/Pack",3.68,"Scissors, Rulers and Trimmers"
7264365,Hon 4700 Series Mobuis?Mid-Back Task Chairs with Adjustable Arms,355.98,Chairs & Chairmats
7989568,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjust,160.98,Chairs & Chairmats
7139390,Global Adaptabilities?Conference Tables,280.98,Tables
7727472,Motorola SB4200 Cable Modem,179.99,Computer Peripherals
6581468,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cu",6.84,"Scissors, Rulers and Trimmers"
7445719,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,35.89,Envelopes
8736369,Wilson Jones DublLock?D-Ring Binders,6.75,Binders and Binder Accessories
8328589,Strathmore Photo Mount Cards,6.78,Paper
8810636,Xerox 1978,5.78,Paper
7135728,"GBC White Gloss Covers, Plain Front",14.48,Binders and Binder Accessories
7139280,GBC DocuBind 200 Manual Binding Machine,420.98,Binders and Binder Accessories
8357851,Self-Adhesive Address Labels for Typewriters by Universal,7.31,Labels
7945875,"O'Sullivan Elevations Bookcase, Cherry Finish",130.98,Bookcases
8810133,Xerox 1891,48.91,Paper
7033764,Fellowes Recycled Storage Drawers,111.03,Storage & Organization
4950265,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,Appliances
6872433,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",20.24,Office Furnishings
7810449,Newell 312,5.84,Pens & Art Supplies
659241,Avery 487,3.69,Labels
659460,Avery 487,3.69,Labels
8351732,Serrated Blade or Curved Handle Hand Letter Openers,3.14,"Scissors, Rulers and Trimmers"
6927882,"Eureka Hand Vacuum, Bagless",49.43,Appliances
6517884,Airmail Envelopes,83.93,Envelopes
7525917,Keytronic French Keyboard,73.98,Computer Peripherals
8415908,TDK 4.7GB DVD-R,10.01,Computer Peripherals
8062212,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4.91,Binders and Binder Accessories
7224691,Hon Olson Stacker Stools,140.81,Chairs & Chairmats
7810448,Newell 314,5.58,Pens & Art Supplies
7131773,Global Ergonomic Managers Chair,180.98,Chairs & Chairmats
8810564,Xerox 1995,6.48,Paper
6631713,Belkin 8 Outlet Surge Protector,40.98,Appliances
6729681,Canon Image Class D660 Copier,599.99,Copiers and Fax
8810843,Xerox 1919,40.99,Paper
6954987,Eldon Jumbo ProFile?Portable File Boxes Graphite/Black,15.31,Storage & Organization
6511371,Accessory27,35.99,Telephones and Communication
6628666,Berol Giant Pencil Sharpener,16.99,Pens & Art Supplies
8635553,Verbatim DVD-R 4.7GB authoring disc,39.24,Computer Peripherals
8455503,"TOPS Money Receipt Book, Consecutively Numbered in Red,",8.01,Paper
889580,Xerox 227,6.48,Paper
8348188,"Sauder Forest Hills Library, Woodland Oak Finish",140.98,Bookcases
7139993,GBC VeloBinder Electric Binding Machine,120.98,Binders and Binder Accessories
6510317,Accessory4,85.99,Telephones and Communication
7678763,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",71.37,Tables
,"""Adams Phone Message Book",,400 Message Capacity
962,Microsoft Internet Keyboard,,32871
963,Xerox 1962,,33600
964,636,,33632
965,Global Commerce?Series High-Back Swivel/Tilt Chairs,,33665
966,Wilson Jones Easy Flow II?Sheet Lifters,,34434
967,Avery White Multi-Purpose Labels,,34434
968,Accessory25,,34753
969,Xerox 199,,35364
970,Bretford Rectangular Conference Table Tops,,35364
971,Bush Advantage Collection?Racetrack Conference Table,,35364
972,T28 WORLD,,35364
973,Hon Comfortask?Task/Swivel Chairs,,35812
974,Fellowes 17-key keypad for PS/2 interface,,35812
975,Xerox 1938,,35812
976,"Executive Impressions 12"""""""" Wall Clock""""""",17.67,Office Furnishings
4930374,1726 Digital Answering Machine,20.99,Telephones and Communication
7258739,Hon 4070 Series Pagoda?Armless Upholstered Stacking Chairs,291.73,Chairs & Chairmats
8235503,Rediform S.O.S. Phone Message Books,4.98,Paper
8312393,StarTAC 3000,125.99,Telephones and Communication
8334379,Staples?General Use 3-Ring Binders,1.88,Binders and Binder Accessories
6536601,Adesso Programmable 142-Key Keyboard,152.48,Computer Peripherals
6532984,"ACCOHIDE?3-Ring Binder, Blue, 1""",4.13,Binders and Binder Accessories
6539822,Ampad #10 Peel & Seel?Holiday Envelopes,4.48,Envelopes
7357585,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",7.28,Computer Peripherals
6826270,Durable Pressboard Binders,3.8,Binders and Binder Accessories
7145936,"Global Leather and Oak Executive Chair, Black",300.98,Chairs & Chairmats
5119781,3M Organizer Strips,5.4,Binders and Binder Accessories
8810708,Xerox 1983,5.98,Paper
6547619,Advantus Map Pennant Flags and Round Head Tacks,3.95,Rubber Bands
7989902,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjust,160.98,Chairs & Chairmats
6652318,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",17.98,Computer Peripherals
534189,5185,115.99,Telephones and Communication
7245540,Hon Every-Day?Chair Series Swivel Task Chairs,120.98,Chairs & Chairmats
659532,Avery 494,2.61,Labels
8810756,Xerox 1905,6.48,Paper
6837723,Dana Halogen Swing-Arm Architect Lamp,40.97,Office Furnishings
7720233,Maxell DVD-RAM Discs,16.48,Computer Peripherals
6872319,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",20.24,Office Furnishings
